distance_km,duration_min,climatisation,depart,arrivee,jour_semaine,heure,prix
119,139,1,Ariana,Monastir,dimanche,20:00,51.26
19,18,1,Monastir,Sfax,jeudi,11:00,8.17
149,201,1,Ariana,Bizerte,mardi,16:00,66.75
34,43,0,Ariana,Nabeul,lundi,12:00,10.58
20,23,1,Sousse,Tunis,lundi,14:00,11.7
23,21,0,Bizerte,Sfax,jeudi,17:00,14.12
114,154,0,Sousse,Sfax,mercredi,13:00,47.18
153,196,1,Sousse,Sfax,dimanche,13:00,62.74
266,277,0,Nabeul,Bizerte,dimanche,13:00,107.0
181,192,0,Monastir,Sfax,samedi,15:00,76.99
161,172,0,Nabeul,Sfax,vendredi,07:00,71.95
292,395,0,Sousse,Bizerte,jeudi,21:00,121.15
32,37,0,Tunis,Bizerte,jeudi,14:00,14.02
72,85,0,Nabeul,Ariana,jeudi,07:00,32.57
112,112,1,Sfax,Ariana,lundi,06:00,45.31
203,241,1,Ariana,Tunis,mercredi,16:00,81.62
246,293,0,Bizerte,Monastir,dimanche,13:00,100.74
137,166,0,Tunis,Bizerte,jeudi,14:00,56.55
147,169,1,Tunis,Sousse,samedi,13:00,65.58
240,320,1,Ariana,Nabeul,samedi,12:00,106.49
213,196,1,Tunis,Nabeul,samedi,07:00,93.13
114,107,1,Bizerte,Nabeul,mardi,07:00,48.29
262,274,1,Sousse,Sfax,mercredi,09:00,107.03
222,246,1,Tunis,Sfax,samedi,16:00,94.73
248,208,1,Sfax,Sousse,jeudi,06:00,98.21
118,103,1,Sfax,Ariana,samedi,19:00,51.96
227,247,1,Sfax,Tunis,lundi,20:00,93.74
251,270,1,Sfax,Sousse,jeudi,08:00,106.19
39,34,1,Bizerte,Monastir,vendredi,11:00,21.64
286,361,1,Ariana,Sfax,jeudi,10:00,121.26
299,406,0,Bizerte,Sousse,samedi,12:00,129.21
297,374,0,Ariana,Nabeul,dimanche,07:00,127.06
232,224,1,Tunis,Bizerte,samedi,07:00,102.58
116,114,1,Tunis,Sousse,mardi,21:00,47.46
253,246,1,Monastir,Sfax,mardi,07:00,105.94
101,111,0,Bizerte,Monastir,dimanche,08:00,47.25
82,95,0,Monastir,Tunis,mercredi,19:00,33.25
195,184,0,Sfax,Monastir,vendredi,18:00,86.14
85,85,0,Nabeul,Sfax,mercredi,07:00,37.41
35,48,1,Bizerte,Sousse,vendredi,06:00,20.01
91,84,1,Monastir,Sfax,jeudi,07:00,41.44
205,192,0,Sousse,Nabeul,vendredi,10:00,83.15
120,108,0,Bizerte,Nabeul,jeudi,11:00,51.15
108,93,1,Sfax,Tunis,lundi,21:00,44.52
191,239,1,Sfax,Tunis,lundi,21:00,81.07
174,219,1,Sfax,Bizerte,mardi,07:00,79.87
47,64,1,Sfax,Sousse,dimanche,09:00,22.99
111,96,0,Tunis,Bizerte,samedi,11:00,47.14
295,322,0,Bizerte,Nabeul,jeudi,14:00,116.78
259,353,1,Tunis,Nabeul,mercredi,15:00,108.24
32,30,1,Monastir,Sfax,dimanche,09:00,15.29
292,332,0,Nabeul,Sousse,lundi,11:00,119.54
282,384,0,Ariana,Monastir,mercredi,06:00,118.56
22,19,0,Sfax,Sousse,jeudi,20:00,8.72
99,132,1,Nabeul,Ariana,lundi,14:00,43.47
122,166,1,Ariana,Monastir,mardi,18:00,58.69
52,41,0,Nabeul,Ariana,mardi,07:00,23.08
196,196,1,Bizerte,Ariana,jeudi,07:00,85.84
258,301,0,Ariana,Sousse,lundi,18:00,110.1
11,14,1,Sousse,Nabeul,samedi,09:00,8.55
208,241,1,Sousse,Bizerte,mercredi,20:00,88.14
291,262,1,Tunis,Sfax,samedi,21:00,120.55
166,176,0,Ariana,Sousse,vendredi,13:00,70.58
83,86,0,Tunis,Sfax,mercredi,08:00,36.96
173,240,1,Monastir,Ariana,samedi,08:00,80.9
148,147,0,Nabeul,Sfax,vendredi,21:00,64.73
127,132,1,Nabeul,Sousse,mardi,07:00,56.38
137,138,0,Sfax,Ariana,samedi,08:00,60.03
297,351,0,Bizerte,Ariana,jeudi,13:00,120.29
266,371,0,Sfax,Ariana,mardi,11:00,114.48
47,39,0,Sfax,Monastir,samedi,08:00,25.91
167,219,1,Bizerte,Tunis,mardi,21:00,69.91
65,84,0,Ariana,Sfax,mercredi,15:00,27.03
290,343,1,Monastir,Bizerte,samedi,19:00,124.46
243,325,0,Ariana,Sfax,mercredi,11:00,97.9
11,14,0,Bizerte,Tunis,mardi,21:00,5.0
70,93,1,Monastir,Sfax,jeudi,14:00,30.97
52,50,1,Sfax,Bizerte,mercredi,10:00,22.38
187,166,1,Sfax,Tunis,lundi,18:00,76.89
256,205,1,Sfax,Bizerte,lundi,19:00,102.24
134,185,1,Sfax,Monastir,jeudi,13:00,57.06
97,128,1,Bizerte,Nabeul,samedi,09:00,48.31
98,102,0,Monastir,Sousse,dimanche,17:00,44.45
228,195,0,Sousse,Nabeul,jeudi,17:00,92.3
41,46,0,Ariana,Sfax,mercredi,07:00,20.69
55,76,1,Tunis,Ariana,mercredi,06:00,26.1
144,194,1,Tunis,Sousse,vendredi,10:00,65.79
121,133,1,Ariana,Tunis,samedi,16:00,57.15
128,139,0,Sfax,Sousse,mardi,06:00,54.04
124,140,1,Monastir,Sousse,jeudi,11:00,53.96
122,98,1,Tunis,Bizerte,mercredi,19:00,47.72
237,286,0,Sousse,Monastir,dimanche,09:00,97.5
182,223,0,Sousse,Nabeul,mardi,06:00,75.42
177,181,0,Tunis,Ariana,jeudi,09:00,72.04
146,167,0,Nabeul,Bizerte,dimanche,13:00,59.93
115,135,0,Nabeul,Monastir,samedi,16:00,49.03
135,156,0,Ariana,Tunis,dimanche,12:00,53.97
167,173,0,Sfax,Tunis,jeudi,21:00,66.34
16,13,0,Tunis,Sousse,samedi,15:00,11.55
70,79,1,Sfax,Monastir,mardi,06:00,30.47
251,249,0,Sfax,Nabeul,mardi,16:00,102.25
296,241,1,Nabeul,Sousse,jeudi,08:00,120.32
56,63,0,Monastir,Bizerte,vendredi,06:00,26.22
59,69,1,Nabeul,Ariana,vendredi,14:00,30.1
32,34,1,Ariana,Tunis,dimanche,09:00,13.06
173,189,1,Nabeul,Bizerte,lundi,18:00,75.11
192,161,0,Ariana,Tunis,mardi,17:00,77.01
266,344,0,Tunis,Sousse,mardi,20:00,107.11
61,68,1,Sfax,Bizerte,jeudi,07:00,29.35
169,207,1,Monastir,Sousse,mercredi,10:00,70.59
77,79,0,Ariana,Bizerte,vendredi,18:00,38.17
88,75,0,Sousse,Monastir,dimanche,09:00,32.82
83,99,1,Sfax,Ariana,dimanche,20:00,34.54
195,180,1,Monastir,Bizerte,samedi,16:00,83.3
10,13,0,Ariana,Bizerte,mercredi,06:00,5.0
228,313,1,Ariana,Sousse,lundi,17:00,103.7
242,230,0,Ariana,Sousse,vendredi,08:00,102.56
291,309,0,Tunis,Sousse,samedi,17:00,125.0
97,106,0,Nabeul,Bizerte,mardi,07:00,41.16
156,218,1,Sfax,Bizerte,jeudi,11:00,66.78
151,202,0,Tunis,Sfax,lundi,14:00,64.6
64,83,0,Bizerte,Nabeul,jeudi,11:00,25.98
170,219,1,Sfax,Monastir,mardi,18:00,78.99
61,73,1,Bizerte,Nabeul,mercredi,10:00,28.06
50,66,0,Sousse,Sfax,jeudi,12:00,20.21
118,122,0,Ariana,Monastir,mercredi,21:00,47.72
257,353,0,Ariana,Sfax,dimanche,16:00,108.24
160,182,1,Nabeul,Sousse,vendredi,18:00,75.29
105,88,0,Sfax,Ariana,jeudi,17:00,46.82
134,160,1,Ariana,Sfax,vendredi,06:00,59.92
141,183,0,Bizerte,Sousse,jeudi,08:00,63.82
131,179,1,Bizerte,Ariana,vendredi,13:00,58.79
48,47,1,Tunis,Monastir,mardi,10:00,19.18
25,34,0,Bizerte,Ariana,mercredi,17:00,14.83
257,223,0,Bizerte,Nabeul,mercredi,08:00,101.93
51,48,1,Nabeul,Tunis,dimanche,16:00,22.02
140,139,1,Sfax,Ariana,vendredi,08:00,69.29
251,254,0,Tunis,Nabeul,vendredi,17:00,107.97
235,270,1,Nabeul,Bizerte,vendredi,17:00,104.39
121,102,0,Nabeul,Ariana,mardi,06:00,49.18
98,91,0,Bizerte,Sousse,vendredi,19:00,41.05
94,119,1,Monastir,Sousse,vendredi,11:00,39.25
81,84,0,Sfax,Tunis,samedi,19:00,36.58
284,327,1,Nabeul,Ariana,samedi,09:00,120.18
242,217,1,Sfax,Bizerte,lundi,21:00,95.19
205,266,0,Monastir,Sfax,samedi,14:00,87.68
96,131,1,Sousse,Ariana,mercredi,19:00,43.9
232,221,0,Bizerte,Tunis,samedi,21:00,95.25
182,171,1,Nabeul,Tunis,mardi,16:00,75.15
46,39,0,Monastir,Sfax,samedi,15:00,22.24
40,44,1,Nabeul,Monastir,dimanche,10:00,19.7
66,85,1,Monastir,Bizerte,mardi,13:00,28.64
28,38,1,Monastir,Tunis,mercredi,20:00,14.37
201,210,1,Sfax,Tunis,vendredi,16:00,84.89
134,146,0,Nabeul,Monastir,jeudi,19:00,55.72
158,194,0,Ariana,Tunis,mardi,15:00,66.82
292,327,0,Monastir,Nabeul,vendredi,18:00,123.58
134,149,0,Nabeul,Sfax,vendredi,09:00,56.52
213,194,0,Bizerte,Sousse,samedi,13:00,86.54
34,42,0,Ariana,Nabeul,mardi,21:00,15.76
177,160,1,Bizerte,Monastir,mardi,12:00,73.25
155,202,0,Sfax,Bizerte,mardi,12:00,64.61
281,354,0,Sfax,Bizerte,samedi,15:00,117.38
244,238,1,Bizerte,Ariana,lundi,20:00,98.35
169,175,0,Sfax,Sousse,vendredi,15:00,71.07
85,105,1,Nabeul,Monastir,dimanche,19:00,36.44
278,366,0,Sfax,Monastir,vendredi,07:00,122.98
42,46,1,Nabeul,Tunis,vendredi,09:00,21.33
219,293,0,Tunis,Ariana,mardi,11:00,90.51
65,64,0,Monastir,Nabeul,lundi,12:00,26.08
206,247,0,Monastir,Sousse,lundi,17:00,88.69
147,157,1,Tunis,Sfax,jeudi,18:00,63.71
50,53,1,Monastir,Tunis,vendredi,13:00,26.17
218,241,1,Tunis,Sousse,mardi,20:00,89.2
58,57,1,Ariana,Nabeul,samedi,10:00,28.4
145,181,0,Nabeul,Sfax,mardi,12:00,61.22
277,340,0,Sousse,Bizerte,jeudi,17:00,116.82
263,216,1,Nabeul,Sousse,mercredi,10:00,105.58
78,76,1,Monastir,Bizerte,jeudi,09:00,31.08
217,268,1,Ariana,Bizerte,mardi,15:00,90.06
216,271,1,Ariana,Bizerte,samedi,19:00,95.64
219,243,1,Bizerte,Sousse,lundi,16:00,91.04
19,23,0,Sfax,Monastir,jeudi,13:00,6.27
140,126,1,Sousse,Bizerte,samedi,13:00,58.93
172,194,0,Monastir,Bizerte,mardi,21:00,70.17
229,304,0,Ariana,Tunis,vendredi,18:00,101.94
268,309,0,Nabeul,Sousse,jeudi,21:00,109.09
99,132,0,Bizerte,Ariana,vendredi,20:00,42.65
93,114,0,Sfax,Sousse,dimanche,14:00,39.36
279,339,0,Tunis,Nabeul,mercredi,10:00,116.52
184,147,1,Tunis,Nabeul,mercredi,13:00,75.58
62,61,0,Sousse,Sfax,lundi,08:00,28.95
121,100,0,Ariana,Sousse,mercredi,21:00,47.75
133,180,1,Monastir,Sousse,vendredi,18:00,64.49
31,35,1,Bizerte,Ariana,dimanche,06:00,15.65
116,148,1,Sousse,Ariana,jeudi,07:00,53.82
146,187,1,Ariana,Nabeul,jeudi,21:00,62.71
99,91,1,Ariana,Tunis,samedi,19:00,45.75
81,68,1,Ariana,Tunis,jeudi,17:00,36.51
232,227,1,Sousse,Nabeul,samedi,08:00,102.14
290,240,0,Tunis,Sfax,mercredi,13:00,115.06
258,275,1,Sfax,Nabeul,jeudi,12:00,104.15
242,322,1,Monastir,Sousse,vendredi,08:00,111.03
27,36,1,Sousse,Monastir,dimanche,20:00,11.99
89,103,1,Nabeul,Tunis,lundi,21:00,39.33
66,91,1,Sousse,Monastir,jeudi,14:00,29.83
297,378,0,Ariana,Nabeul,samedi,12:00,126.3
38,49,0,Sousse,Tunis,dimanche,16:00,14.93
57,77,0,Tunis,Nabeul,dimanche,16:00,23.84
150,203,1,Ariana,Sfax,mercredi,14:00,64.68
237,314,1,Bizerte,Tunis,samedi,15:00,102.14
160,160,1,Monastir,Tunis,samedi,06:00,67.44
262,316,0,Sousse,Bizerte,jeudi,07:00,109.28
269,312,0,Tunis,Monastir,dimanche,13:00,110.14
236,209,1,Ariana,Sousse,jeudi,21:00,94.32
263,252,0,Tunis,Sfax,samedi,12:00,106.73
33,35,1,Nabeul,Ariana,jeudi,07:00,18.22
168,206,1,Monastir,Tunis,lundi,12:00,70.58
27,25,0,Sousse,Sfax,jeudi,08:00,13.98
234,251,0,Sousse,Bizerte,mercredi,10:00,92.24
68,64,0,Bizerte,Monastir,samedi,12:00,29.14
200,202,0,Sfax,Tunis,lundi,07:00,84.41
235,246,1,Nabeul,Sfax,samedi,06:00,101.25
85,116,0,Monastir,Bizerte,vendredi,09:00,38.82
130,134,1,Ariana,Sousse,lundi,06:00,53.63
175,195,0,Ariana,Bizerte,lundi,08:00,73.02
10,9,1,Monastir,Sfax,jeudi,16:00,5.0
215,225,0,Ariana,Monastir,mardi,12:00,88.79
259,320,0,Ariana,Monastir,samedi,09:00,111.62
265,344,1,Sfax,Tunis,jeudi,08:00,115.73
155,135,1,Bizerte,Sousse,jeudi,21:00,63.48
280,364,0,Sfax,Tunis,samedi,20:00,117.94
244,214,1,Sfax,Nabeul,dimanche,12:00,95.95
116,121,0,Nabeul,Monastir,lundi,07:00,49.94
89,71,1,Monastir,Sousse,mercredi,12:00,34.49
297,270,1,Sousse,Monastir,lundi,09:00,120.98
155,215,0,Sousse,Bizerte,dimanche,14:00,65.13
119,96,1,Bizerte,Nabeul,lundi,09:00,49.91
13,13,1,Ariana,Monastir,dimanche,07:00,11.11
26,28,0,Bizerte,Sfax,dimanche,12:00,9.51
40,43,0,Bizerte,Sfax,vendredi,13:00,18.44
110,114,1,Monastir,Bizerte,vendredi,08:00,51.24
250,275,0,Ariana,Bizerte,mercredi,17:00,105.56
44,57,0,Nabeul,Monastir,lundi,07:00,21.61
30,39,1,Tunis,Sfax,mercredi,10:00,16.08
136,112,0,Bizerte,Nabeul,mercredi,18:00,56.18
97,94,0,Tunis,Ariana,mercredi,15:00,38.37
244,293,0,Tunis,Sfax,samedi,17:00,103.32
204,216,0,Sfax,Nabeul,lundi,08:00,85.07
244,289,1,Monastir,Tunis,lundi,13:00,102.39
60,59,0,Bizerte,Sfax,jeudi,08:00,27.04
151,186,0,Ariana,Monastir,jeudi,06:00,62.9
118,163,0,Monastir,Sfax,lundi,08:00,52.6
136,137,0,Bizerte,Nabeul,dimanche,17:00,57.91
216,234,0,Sfax,Bizerte,lundi,16:00,90.24
245,338,1,Nabeul,Sfax,samedi,08:00,112.91
166,167,0,Sfax,Ariana,lundi,18:00,70.68
47,62,0,Ariana,Tunis,mercredi,17:00,22.59
217,260,1,Monastir,Sfax,lundi,17:00,95.67
33,28,1,Bizerte,Tunis,lundi,17:00,21.14
137,158,0,Ariana,Tunis,samedi,21:00,59.82
231,273,1,Monastir,Nabeul,lundi,15:00,96.73
268,360,0,Tunis,Sfax,samedi,14:00,114.44
86,105,0,Bizerte,Sfax,samedi,10:00,39.36
206,190,0,Sousse,Monastir,dimanche,06:00,78.81
278,353,0,Sfax,Sousse,mardi,09:00,114.18
70,89,0,Nabeul,Ariana,mercredi,12:00,29.57
158,152,1,Tunis,Ariana,mercredi,21:00,63.7
187,162,1,Ariana,Sfax,lundi,14:00,73.48
258,315,0,Bizerte,Monastir,dimanche,08:00,111.15
167,164,0,Ariana,Nabeul,samedi,20:00,66.73
285,272,1,Sfax,Nabeul,vendredi,19:00,119.82
296,243,0,Nabeul,Tunis,vendredi,20:00,120.13
237,221,1,Tunis,Bizerte,lundi,09:00,96.69
137,173,1,Monastir,Nabeul,mardi,08:00,61.65
30,27,0,Sousse,Tunis,vendredi,20:00,16.11
140,140,1,Nabeul,Sfax,samedi,10:00,58.86
171,221,0,Ariana,Sousse,mardi,18:00,74.19
134,149,1,Monastir,Sfax,mercredi,12:00,56.58
252,238,0,Bizerte,Nabeul,jeudi,07:00,103.2
30,25,1,Bizerte,Monastir,mardi,17:00,18.96
21,17,0,Nabeul,Monastir,mardi,15:00,7.3
201,274,1,Sousse,Monastir,lundi,07:00,89.4
71,91,0,Sousse,Sfax,mercredi,15:00,32.11
44,47,1,Sousse,Tunis,lundi,19:00,21.21
10,10,1,Nabeul,Ariana,lundi,06:00,6.94
205,243,1,Nabeul,Monastir,dimanche,12:00,89.04
189,200,0,Ariana,Bizerte,samedi,15:00,80.38
260,354,1,Bizerte,Monastir,lundi,10:00,110.68
58,74,1,Tunis,Bizerte,mercredi,19:00,25.49
259,244,0,Monastir,Bizerte,vendredi,06:00,108.21
134,133,0,Nabeul,Sousse,mercredi,19:00,52.69
195,227,0,Bizerte,Monastir,lundi,06:00,80.74
194,191,0,Sfax,Sousse,dimanche,15:00,77.54
274,340,0,Monastir,Sousse,samedi,20:00,117.58
106,111,1,Ariana,Bizerte,mercredi,09:00,46.56
83,77,1,Tunis,Sousse,samedi,09:00,37.64
263,298,1,Tunis,Ariana,mercredi,17:00,114.6
268,227,0,Sousse,Ariana,jeudi,16:00,104.42
244,313,1,Sfax,Ariana,lundi,20:00,103.52
81,111,1,Bizerte,Monastir,jeudi,07:00,38.0
237,295,0,Sousse,Bizerte,jeudi,17:00,102.36
23,20,1,Nabeul,Sousse,lundi,08:00,12.66
176,173,0,Tunis,Bizerte,mercredi,14:00,69.25
121,117,0,Bizerte,Sfax,mardi,17:00,52.14
132,179,0,Sousse,Bizerte,dimanche,12:00,54.98
109,102,0,Ariana,Nabeul,mardi,08:00,49.89
206,262,1,Ariana,Monastir,samedi,19:00,93.1
142,140,0,Tunis,Sfax,jeudi,12:00,56.77
147,194,0,Sfax,Monastir,lundi,08:00,65.95
243,253,1,Nabeul,Ariana,lundi,14:00,100.44
200,196,0,Nabeul,Ariana,mardi,09:00,79.59
98,92,1,Tunis,Bizerte,samedi,10:00,44.76
79,82,1,Nabeul,Tunis,samedi,20:00,35.46
68,93,1,Nabeul,Monastir,mardi,21:00,33.15
90,92,0,Nabeul,Bizerte,mercredi,06:00,36.0
63,52,0,Nabeul,Ariana,mercredi,19:00,26.95
291,317,0,Sfax,Ariana,vendredi,20:00,122.52
128,151,1,Sousse,Bizerte,lundi,13:00,53.75
244,205,0,Sfax,Sousse,lundi,09:00,96.73
277,246,0,Sousse,Tunis,jeudi,08:00,112.33
19,15,1,Sfax,Nabeul,vendredi,18:00,14.76
282,343,1,Nabeul,Ariana,lundi,18:00,121.07
209,252,0,Nabeul,Monastir,samedi,12:00,86.88
225,256,1,Monastir,Bizerte,lundi,07:00,96.98
27,23,1,Bizerte,Ariana,jeudi,09:00,10.7
238,300,0,Nabeul,Ariana,samedi,10:00,100.03
221,306,1,Sousse,Nabeul,mercredi,17:00,97.93
174,232,1,Bizerte,Sfax,dimanche,06:00,74.69
121,146,0,Monastir,Ariana,mardi,09:00,46.08
277,342,0,Sfax,Ariana,samedi,12:00,116.68
272,258,0,Ariana,Sfax,mercredi,21:00,108.54
236,271,0,Monastir,Sousse,jeudi,11:00,96.51
189,174,0,Bizerte,Sfax,dimanche,20:00,73.36
80,102,0,Ariana,Tunis,lundi,16:00,32.89
68,91,1,Monastir,Sfax,samedi,14:00,31.89
95,84,0,Ariana,Sousse,mercredi,17:00,43.23
63,76,0,Sfax,Nabeul,lundi,13:00,23.94
189,240,1,Monastir,Ariana,dimanche,20:00,78.25
163,140,0,Monastir,Nabeul,dimanche,13:00,66.73
144,168,1,Nabeul,Bizerte,lundi,18:00,64.78
68,85,1,Nabeul,Tunis,vendredi,12:00,30.83
117,116,1,Sousse,Nabeul,lundi,11:00,46.92
242,294,1,Sfax,Monastir,lundi,19:00,103.54
131,113,0,Sousse,Ariana,dimanche,14:00,49.98
193,203,0,Ariana,Sousse,mercredi,17:00,82.37
246,200,0,Monastir,Sousse,jeudi,10:00,97.36
148,129,0,Tunis,Bizerte,mercredi,19:00,59.16
259,311,1,Sousse,Monastir,lundi,18:00,112.95
59,74,1,Monastir,Nabeul,mardi,06:00,26.37
78,86,1,Sfax,Tunis,samedi,19:00,37.16
177,215,1,Nabeul,Bizerte,mardi,19:00,76.32
115,109,1,Nabeul,Sfax,lundi,09:00,46.96
266,244,1,Nabeul,Tunis,vendredi,19:00,109.78
252,252,0,Sfax,Monastir,mardi,11:00,101.55
91,107,1,Bizerte,Monastir,samedi,21:00,44.09
155,211,1,Sousse,Sfax,dimanche,11:00,67.91
67,88,0,Nabeul,Ariana,mardi,17:00,31.24
289,266,1,Bizerte,Sfax,mercredi,08:00,119.05
161,216,1,Sousse,Nabeul,samedi,17:00,77.17
49,52,1,Ariana,Monastir,vendredi,17:00,28.33
254,269,1,Ariana,Sfax,vendredi,18:00,109.47
198,213,1,Ariana,Tunis,jeudi,08:00,85.21
66,75,1,Sousse,Bizerte,lundi,18:00,31.37
182,165,0,Ariana,Sousse,dimanche,16:00,72.73
125,163,1,Sfax,Nabeul,mardi,08:00,57.79
90,82,1,Sousse,Ariana,dimanche,13:00,38.76
166,137,0,Ariana,Sousse,dimanche,14:00,64.5
258,332,0,Monastir,Bizerte,vendredi,06:00,112.09
175,241,0,Tunis,Ariana,lundi,12:00,74.65
80,69,0,Ariana,Nabeul,mardi,15:00,34.37
194,241,0,Bizerte,Nabeul,jeudi,19:00,79.58
251,259,1,Ariana,Monastir,dimanche,21:00,102.8
81,81,0,Sousse,Monastir,vendredi,21:00,32.7
54,62,0,Sfax,Tunis,mardi,06:00,21.33
101,121,1,Sfax,Sousse,mercredi,14:00,44.38
201,195,1,Monastir,Bizerte,samedi,13:00,85.41
289,397,1,Nabeul,Monastir,vendredi,14:00,124.81
274,229,1,Nabeul,Sousse,samedi,17:00,114.51
200,204,1,Monastir,Sfax,jeudi,18:00,89.49
179,234,0,Tunis,Sfax,jeudi,16:00,71.0
143,114,0,Monastir,Tunis,mercredi,13:00,58.57
27,29,1,Tunis,Sfax,lundi,17:00,13.71
44,47,1,Monastir,Sfax,mercredi,09:00,20.23
99,82,1,Sousse,Ariana,vendredi,12:00,42.37
140,143,1,Monastir,Tunis,vendredi,17:00,64.4
151,177,1,Nabeul,Sfax,samedi,09:00,65.64
14,11,1,Tunis,Ariana,lundi,14:00,6.92
266,217,1,Monastir,Bizerte,mercredi,08:00,108.94
41,56,1,Sousse,Bizerte,jeudi,08:00,23.35
237,192,0,Bizerte,Nabeul,lundi,17:00,95.75
292,269,0,Tunis,Sousse,jeudi,13:00,115.97
290,277,1,Nabeul,Ariana,vendredi,17:00,125.28
145,142,0,Nabeul,Tunis,mercredi,11:00,60.57
89,86,0,Monastir,Sfax,lundi,19:00,35.97
64,86,1,Sfax,Monastir,samedi,12:00,30.67
65,80,1,Bizerte,Sousse,jeudi,11:00,29.45
17,21,0,Tunis,Sfax,vendredi,07:00,13.82
232,291,1,Tunis,Bizerte,lundi,19:00,97.14
164,191,0,Tunis,Monastir,mercredi,14:00,64.57
27,22,1,Sousse,Monastir,samedi,08:00,19.71
102,123,1,Bizerte,Monastir,mardi,11:00,43.71
38,30,0,Ariana,Sousse,samedi,09:00,17.51
173,213,1,Ariana,Nabeul,lundi,17:00,75.8
209,231,1,Nabeul,Sfax,mardi,21:00,86.83
254,346,0,Ariana,Nabeul,samedi,12:00,109.3
266,368,1,Sfax,Tunis,jeudi,14:00,111.87
268,282,0,Nabeul,Monastir,dimanche,16:00,107.57
104,100,1,Tunis,Sousse,jeudi,13:00,45.28
271,216,0,Sousse,Sfax,mercredi,14:00,107.27
69,93,0,Sousse,Monastir,mercredi,10:00,30.5
48,47,1,Bizerte,Sfax,vendredi,06:00,23.92
66,71,0,Monastir,Bizerte,jeudi,16:00,28.44
188,205,0,Nabeul,Sousse,jeudi,21:00,75.83
46,48,1,Ariana,Sfax,lundi,16:00,23.38
13,13,0,Bizerte,Nabeul,dimanche,17:00,9.02
34,45,0,Bizerte,Sousse,samedi,06:00,14.99
194,172,1,Tunis,Nabeul,mercredi,09:00,75.95
62,67,1,Tunis,Monastir,dimanche,13:00,28.61
295,388,1,Nabeul,Bizerte,samedi,13:00,128.45
16,16,1,Sousse,Tunis,lundi,07:00,11.65
230,197,0,Tunis,Ariana,dimanche,15:00,92.15
58,60,1,Bizerte,Tunis,mercredi,19:00,25.33
243,280,0,Sfax,Monastir,mardi,19:00,99.29
102,122,1,Monastir,Sfax,mercredi,15:00,44.24
129,164,0,Nabeul,Ariana,samedi,12:00,57.46
144,122,1,Sfax,Monastir,lundi,17:00,62.32
229,237,1,Sfax,Ariana,lundi,10:00,95.38
264,253,0,Bizerte,Tunis,samedi,15:00,109.83
221,205,1,Sousse,Nabeul,mercredi,18:00,91.69
92,90,1,Sfax,Nabeul,dimanche,08:00,42.4
72,63,1,Monastir,Tunis,mardi,11:00,28.09
114,145,0,Bizerte,Sousse,samedi,14:00,51.51
268,332,1,Bizerte,Sfax,dimanche,07:00,117.07
168,200,0,Nabeul,Tunis,lundi,17:00,75.37
18,18,0,Monastir,Sousse,dimanche,11:00,10.91
291,319,1,Nabeul,Ariana,mercredi,09:00,119.75
226,236,0,Sousse,Tunis,mardi,19:00,90.95
114,124,1,Tunis,Ariana,dimanche,12:00,47.78
138,157,0,Ariana,Sousse,samedi,12:00,60.64
81,112,1,Monastir,Nabeul,samedi,12:00,38.97
155,125,1,Ariana,Sousse,dimanche,17:00,64.5
105,101,1,Bizerte,Ariana,mardi,07:00,47.11
255,307,1,Monastir,Sousse,samedi,10:00,107.2
175,182,1,Sousse,Ariana,jeudi,13:00,72.71
152,202,1,Bizerte,Sousse,mercredi,06:00,67.31
260,267,1,Nabeul,Ariana,mardi,14:00,104.93
107,105,1,Sousse,Sfax,dimanche,14:00,43.34
208,239,1,Ariana,Tunis,samedi,19:00,88.82
195,182,1,Bizerte,Tunis,vendredi,09:00,81.47
235,240,0,Monastir,Nabeul,mardi,14:00,95.68
153,209,1,Ariana,Tunis,mardi,10:00,65.92
44,60,0,Monastir,Bizerte,samedi,14:00,21.4
273,375,0,Nabeul,Bizerte,jeudi,07:00,117.48
175,158,0,Sfax,Bizerte,vendredi,21:00,73.27
37,34,0,Sfax,Nabeul,dimanche,08:00,17.75
13,14,0,Ariana,Nabeul,jeudi,13:00,5.0
83,95,0,Sousse,Bizerte,mercredi,11:00,33.15
165,171,0,Nabeul,Sfax,vendredi,06:00,69.88
37,38,1,Sousse,Tunis,vendredi,17:00,22.09
110,128,0,Sousse,Sfax,samedi,11:00,50.71
139,112,1,Ariana,Tunis,jeudi,11:00,54.97
99,136,1,Bizerte,Tunis,samedi,19:00,46.2
242,313,1,Nabeul,Sousse,mardi,21:00,103.56
111,104,1,Sousse,Bizerte,mardi,18:00,50.62
201,221,1,Sousse,Ariana,samedi,13:00,86.75
110,141,1,Bizerte,Ariana,dimanche,08:00,52.75
236,314,1,Sousse,Ariana,vendredi,19:00,104.09
42,34,1,Bizerte,Sfax,jeudi,10:00,18.38
296,365,1,Nabeul,Monastir,vendredi,09:00,128.4
213,276,0,Tunis,Sousse,samedi,21:00,89.33
161,192,0,Tunis,Nabeul,samedi,16:00,68.27
22,19,1,Monastir,Nabeul,mardi,11:00,10.2
80,87,1,Sfax,Tunis,samedi,19:00,34.91
52,44,0,Sousse,Ariana,mardi,06:00,19.2
263,247,0,Sfax,Bizerte,lundi,20:00,103.65
124,101,0,Monastir,Bizerte,mercredi,20:00,46.58
293,402,1,Ariana,Sousse,jeudi,08:00,129.32
76,71,1,Nabeul,Tunis,lundi,20:00,31.35
