id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
32;Stage motion designer vidéo et animation - Figma (Remote #32);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 11 semaines, basé à Remote, sur un module de réservation et paiement. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: participer à une refonte de landing page orientée conversion, réaliser des animations courtes pour vidéos et stories, collaborer avec les développeurs pour l'intégration, préparer des assets pour le web et le print. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode Scrum, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1071 DT. Référence offre: TN-INT-0032. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Remote;1071;11;disponible;0;0;2024-07-05;980;61;11;2;2;29;0
33;Stage designer produit (prototype) - 3D (Sousse #33);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 5 semaines, basé à Sousse, sur un projet client à livrer en itérations. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: collaborer avec les développeurs pour l'intégration, décliner une identité visuelle sur différents supports, préparer des assets pour le web et le print. Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1277 DT. Référence offre: TN-INT-0033. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Design;Sousse;1277;5;disponible;1;0;2025-12-12;950;52;21;7;2;41;1
34;Stage formation et développement - Formation (Sfax #34);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 17 semaines, basé à Sfax, sur un module de réservation et paiement. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: contribuer à la préparation de la paie (données variables), sourcer des candidats et organiser des entretiens de présélection, mettre à jour la base RH et les dossiers administratifs. Compétences attendues: Aisance sur Excel et outils bureautiques. Bon relationnel, organisation et discrétion. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1300 DT. Référence offre: TN-INT-0034. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;RH;Sfax;1300;17;disponible;0;0;2024-09-17;916;55;27;9;7;56;1
35;Stage designer packaging et branding - Print (Ariana #35);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 1 semaines, basé à Ariana, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: concevoir des maquettes UI/UX (wireframes, prototypes), collaborer avec les développeurs pour l'intégration, préparer des assets pour le web et le print. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Bonne connaissance de Photoshop/Illustrator ou équivalents. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1259 DT. Référence offre: TN-INT-0035. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Ariana;1259;1;disponible;0;1;2024-01-22;940;57;24;6;2;55;1
36;Stage animation commerciale - SaaS / énergie (Remote #36);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 10 semaines, basé à Remote, sur un tableau de bord KPI multi-sites. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: gérer une partie du portefeuille clients et la satisfaction, suivre le pipeline CRM et relancer les prospects, prospecter des entreprises et qualifier des leads, analyser les ventes et recommander des actions. Compétences attendues: Maîtrise du français, l'anglais est un plus. Goût du contact et aisance à l'oral. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1100 DT. Référence offre: TN-INT-0036. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Commerce;Remote;1100;10;indisponible;0;1;2024-04-29;945;57;24;4;6;58;0
37;Stage gestion portefeuille clients - Acquisition / logistique (Sfax #37);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 9 semaines, basé à Sfax, sur un outil de reporting décisionnel. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: préparer des offres commerciales et supports de vente, optimiser des fiches produit et parcours e-commerce, réaliser des démonstrations produit avec l'équipe. Compétences attendues: Bonne organisation et suivi (CRM). Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1254 DT. Référence offre: TN-INT-0037. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Commerce;Sfax;1254;9;disponible;1;1;2025-05-16;881;72;18;4;2;39;1
38;Stage ingénieur civil et BTP - GitLab / logistique / éditeur (Sfax #38);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 12 semaines, basé à Sfax, sur une plateforme e-commerce. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: participer à la conception et au dimensionnement de pièces/systèmes, travailler sur des automatismes et capteurs (schémas, tests), participer à un projet d'optimisation énergétique. Compétences attendues: CAO/DAO (SolidWorks/AutoCAD) est un plus. Lecture de plans, rigueur et respect des consignes sécurité. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1592 DT. Référence offre: TN-INT-0038. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Ingénierie;Sfax;1592;12;disponible;1;1;2025-04-28;904;71;27;3;7;47;1
39;Stage ingénieur civil et BTP - Azure / éducation (Bizerte #39);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 12 semaines, basé à Bizerte, sur un module de réservation et paiement. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: participer à la conception et au dimensionnement de pièces/systèmes, contribuer à la maintenance préventive et corrective, participer à un projet d'optimisation énergétique. Compétences attendues: Bases solides en mécanique/électrique/industriel selon profil. CAO/DAO (SolidWorks/AutoCAD) est un plus. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1590 DT. Référence offre: TN-INT-0039. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Ingénierie;Bizerte;1590;12;indisponible;1;0;2025-05-20;905;62;46;5;3;100;0
40;Stage commercial B2B et prospection - B2C / industrie (Sfax #40);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 1 semaines, basé à Sfax, sur un tableau de bord KPI multi-sites. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: réaliser des démonstrations produit avec l'équipe, prospecter des entreprises et qualifier des leads, suivre le pipeline CRM et relancer les prospects, participer à des salons et rendez-vous clients. Compétences attendues: Sens de la négociation et orientation résultats. Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1061 DT. Référence offre: TN-INT-0040. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Commerce;Sfax;1061;1;indisponible;0;1;2024-01-15;938;64;16;5;2;28;1
41;Stage développeur PHP Laravel - GitLab / santé / ESN (Sfax #41);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 6 semaines, basé à Sfax, sur un projet client à livrer en itérations. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: participer à la revue de code et à la documentation technique, implémenter de nouvelles fonctionnalités sur une application web, contribuer à un module d'authentification et gestion des rôles, développer des API REST et intégrer des services externes. Compétences attendues: Bonne maîtrise de Python et des bases web (HTTP, REST). Connaissance d'un framework (Django/FastAPI) et de SQL. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1495 DT. Référence offre: TN-INT-0041. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Informatique;Sfax;1495;6;indisponible;1;1;2025-11-17;1020;63;22;4;2;47;1
42;Stage développeur .NET C# - GitHub / agri-tech (Ariana #42);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 8 semaines, basé à Ariana, sur une refonte de site vitrine orientée conversion. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: concevoir des scripts d'automatisation et de monitoring, mettre en place des pipelines CI/CD et des environnements Docker, contribuer à un module d'authentification et gestion des rôles, améliorer les performances et la qualité du code (tests, refactor). Compétences attendues: Une expérience avec Docker ou Linux est un plus. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1481 DT. Référence offre: TN-INT-0042. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Informatique;Ariana;1481;8;disponible;1;1;2024-10-30;1018;59;34;3;1;61;1
